"ano"	"volume"	"tomo"	"url"
"1984"	"110"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=110_2"
"1984"	"110"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=110_3"
"1985"	"111"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=111_1"
"1985"	"111"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=111_2"
"1985"	"111"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=111_3"
"1985"	"112"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=112_1"
"1985"	"112"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=112_2"
"1985"	"112"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=112_3"
"1985"	"113"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=113_1"
"1985"	"113"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=113_2"
"1985"	"113"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=113_3"
"1985"	"114"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=114_1"
"1985"	"114"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=114_2"
"1985"	"114"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=114_3"
"1986"	"115"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=115_1"
"1986"	"115"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=115_2"
"1986"	"115"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=115_3"
"1986"	"116"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=116_1"
"1986"	"116"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=116_2"
"1986"	"116"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=116_3"
"1986"	"117"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=117_1"
"1986"	"117"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=117_2"
"1986"	"117"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=117_3"
"1986"	"118"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=118_1"
"1986"	"118"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=118_2"
"1986"	"118"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=118_3"
"1987"	"119"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=119_1"
"1987"	"119"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=119_2"
"1987"	"119"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=119_3"
"1987"	"120"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=120_1"
"1987"	"120"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=120_2"
"1987"	"120"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=120_3"
"1987"	"121"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=121_1"
"1987"	"121"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=121_2"
"1987"	"121"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=121_3"
"1987"	"122"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=122_1"
"1987"	"122"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=122_2"
"1987"	"122"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=122_3"
"1988"	"123"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=123_1"
"1988"	"123"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=123_2"
"1988"	"123"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=123_3"
"1988"	"124"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=124_1"
"1988"	"124"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=124_2"
"1988"	"124"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=124_3"
"1988"	"125"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=125_1"
"1988"	"125"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=125_2"
"1988"	"125"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=125_3"
"1988"	"126"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=126_1"
"1988"	"126"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=126_2"
"1988"	"126"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=126_3"
"1989"	"127"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=127_1"
"1989"	"127"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=127_2"
"1989"	"127"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=127_3"
"1989"	"128"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=128_1"
"1989"	"128"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=128_2"
"1989"	"128"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=128_3"
"1989"	"129"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=129_1"
"1989"	"129"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=129_2"
"1989"	"129"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=129_3"
"1989"	"130"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=130_1"
"1989"	"130"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=130_2"
"1989"	"130"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=130_3"
"1990"	"131"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=131_1"
"1990"	"131"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=131_2"
"1990"	"131"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=131_3"
"1990"	"132"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=132_1"
"1990"	"132"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=132_2"
"1990"	"132"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=132_3"
"1990"	"133"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=133_1"
"1990"	"133"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=133_2"
"1990"	"133"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=133_3"
"1990"	"134"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=134_1"
"1990"	"134"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=134_2"
"1990"	"134"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=134_3"
"1991"	"135"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=135_1"
"1991"	"135"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=135_2"
"1991"	"135"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=135_3"
"1991"	"136"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=136_1"
"1991"	"136"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=136_2"
"1991"	"136"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=136_3"
"1991"	"137"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=137_1"
"1991"	"137"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=137_2"
"1991"	"137"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=137_3"
"1991"	"138"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=138_1"
"1991"	"138"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=138_2"
"1991"	"138"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=138_3"
"1992"	"139"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=139_1"
"1992"	"139"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=139_2"
"1992"	"139"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=139_3"
"1992"	"140"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=140_1"
"1992"	"140"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=140_2"
"1992"	"140"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=140_3"
"1992"	"141"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=141_1"
"1992"	"141"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=141_2"
"1992"	"141"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=141_3"
"1992"	"142"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=142_1"
"1992"	"142"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=142_2"
"1992"	"142"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=142_3"
"1993"	"143"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=143_1"
"1993"	"143"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=143_2"
"1993"	"143"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=143_3"
"1993"	"144"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=144_1"
"1993"	"144"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=144_2"
"1993"	"144"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=144_3"
"1993"	"145"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=145_1"
"1993"	"145"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=145_2"
"1993"	"145"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=145_3"
"1993"	"146"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=146_1"
"1993"	"146"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=146_2"
"1993"	"146"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=146_3"
"1994"	"147"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=147_1"
"1994"	"147"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=147_2"
"1994"	"147"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=147_3"
"1994"	"148"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=148_1"
"1994"	"148"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=148_2"
"1994"	"148"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=148_3"
"1994"	"149"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=149_1"
"1994"	"149"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=149_2"
"1994"	"149"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=149_3"
"1994"	"150"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=150_1"
"1994"	"150"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=150_2"
"1994"	"150"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=150_3"
"1995"	"151"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=151_1"
"1995"	"151"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=151_2"
"1995"	"151"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=151_3"
"1995"	"152"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=152_1"
"1995"	"152"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=152_2"
"1995"	"152"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=152_3"
"1995"	"153"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=153_1"
"1995"	"153"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=153_2"
"1995"	"153"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=153_3"
"1995"	"154"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=154_1"
"1995"	"154"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=154_2"
"1995"	"154"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=154_3"
"1996"	"155"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=155_1"
"1996"	"155"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=155_2"
"1996"	"155"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=155_3"
"1996"	"156"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=156_1"
"1996"	"156"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=156_2"
"1996"	"156"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=156_3"
"1996"	"157"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=157_1"
"1996"	"157"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=157_2"
"1996"	"157"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=157_3"
"1996"	"158"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=158_1"
"1996"	"158"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=158_2"
"1996"	"158"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=158_3"
"1997"	"159"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=159_1"
"1997"	"159"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=159_2"
"1997"	"159"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=159_3"
"1997"	"160"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=160_1"
"1997"	"160"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=160_2"
"1997"	"160"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=160_3"
"1997"	"161"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=161_1"
"1997"	"161"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=161_2"
"1997"	"161"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=161_3"
"1997"	"162"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=162_1"
"1997"	"162"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=162_2"
"1997"	"162"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=162_3"
"1998"	"163"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=163_1"
"1998"	"163"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=163_2"
"1998"	"163"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=163_3"
"1998"	"164"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=164_1"
"1998"	"164"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=164_2"
"1998"	"164"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=164_3"
"1998"	"165"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=165_1"
"1998"	"165"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=165_2"
"1998"	"165"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=165_3"
"1998"	"166"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=166_1"
"1998"	"166"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=166_2"
"1998"	"166"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=166_3"
"1999"	"167"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=167_1"
"1999"	"167"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=167_2"
"1999"	"167"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=167_3"
"1999"	"168"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=168_1"
"1999"	"168"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=168_2"
"1999"	"168"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=168_3"
"1999"	"169"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=169_1"
"1999"	"169"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=169_2"
"1999"	"169"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=169_3"
"1999"	"170"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=170_1"
"1999"	"170"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=170_2"
"1999"	"170"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=170_3"
"2000"	"171"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=171_1"
"2000"	"171"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=171_2"
"2000"	"171"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=171_3"
"2000"	"172"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=172_1"
"2000"	"172"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=172_2"
"2000"	"172"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=172_3"
"2000"	"173"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=173_1"
"2000"	"173"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=173_2"
"2000"	"173"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=173_3"
"2000"	"174"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=174_1"
"2000"	"174"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=174_2"
"2000"	"174"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=174_3"
"2001"	"175"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=175_1"
"2001"	"175"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=175_2"
"2001"	"175"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=175_3"
"2001"	"176"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=176_1"
"2001"	"176"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=176_2"
"2001"	"176"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=176_3"
"2001"	"177"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=177_1"
"2001"	"177"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=177_2"
"2001"	"177"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=177_3"
"2001"	"178"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=178_1"
"2001"	"178"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=178_2"
"2001"	"178"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=178_3"
"2002"	"179"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=179_1"
"2002"	"179"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=179_2"
"2002"	"179"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=179_3"
"2002"	"180"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=180_1"
"2002"	"180"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=180_2"
"2002"	"180"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=180_3"
"2002"	"181"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=181_1"
"2002"	"181"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=181_2"
"2002"	"181"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=181_3"
"2002"	"182"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=182_1"
"2002"	"182"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=182_2"
"2002"	"182"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=182_3"
"2003"	"183"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=183_1"
"2003"	"183"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=183_2"
"2003"	"183"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=183_3"
"2003"	"184"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=184_1"
"2003"	"184"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=184_2"
"2003"	"184"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=184_3"
"2003"	"185"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=185_1"
"2003"	"185"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=185_2"
"2003"	"185"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=185_3"
"2003"	"186"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=186_1"
"2003"	"186"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=186_2"
"2003"	"186"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=186_3"
"2004"	"187"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=187_1"
"2004"	"187"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=187_2"
"2004"	"187"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=187_3"
"2004"	"188"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=188_1"
"2004"	"188"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=188_2"
"2004"	"188"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=188_3"
"2004"	"189"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=189_1"
"2004"	"189"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=189_2"
"2004"	"189"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=189_3"
"2004"	"190"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=190_1"
"2004"	"190"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=190_2"
"2004"	"190"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=190_3"
"2005"	"191"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=191_1"
"2005"	"191"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=191_2"
"2005"	"191"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=191_3"
"2005"	"192"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=192_1"
"2005"	"192"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=192_2"
"2005"	"192"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=192_3"
"2005"	"193"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=193_1"
"2005"	"193"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=193_2"
"2005"	"193"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=193_3"
"2005"	"194"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=194_1"
"2005"	"194"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=194_2"
"2005"	"194"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=194_3"
"2006"	"195"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=195_1"
"2006"	"195"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=195_2"
"2006"	"195"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=195_3"
"2006"	"196"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=196_1"
"2006"	"196"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=196_2"
"2006"	"196"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=196_3"
"2006"	"197"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=197_1"
"2006"	"197"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=197_2"
"2006"	"197"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=197_3"
"2006"	"198"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=198_1"
"2006"	"198"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=198_2"
"2006"	"198"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=198_3"
"2007"	"199"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=199_1"
"2007"	"199"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=199_2"
